"Time_Frame_ID","Scenario","system","CEC.ecoregion","Bioclim.Variable","Units","mean zscore","mean(baseline)","mean delta","min delta","max delta","Percent_ecoregion_affected","SqKM_Ecoreg_system","SqKm_ecoregion_affected","Percent_of_Total_Distribution","Percent_system_affected","Total_SqKM_system_BPS","Sys.ID","cec_ID","ScoreDate"
1,"rmp_45","Central_Tallgrass_Prairie","Nebraska Sand Hills","Min Temperature of Coldest Month","C",1.33,-11.21,3.31,3.03,3.52,100,4529.7549,452975.49,1.87,0.0187450165042786,241651.1556,722976,"9.3.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Nebraska Sand Hills","Precipitation of Warmest Quarter","mm",1.11,213,146,108,173,64.54,4529.7549,292332.2622264,1.87,0.0187450165042786,241651.1556,722976,"9.3.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Nebraska Sand Hills","Precipitation of Wettest Quarter","mm",1.29,252,181,143,211,100,4529.7549,452975.49,1.87,0.0187450165042786,241651.1556,722976,"9.3.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Nebraska Sand Hills","Temperature Annual Range (BIO5-BIO6)","C",-1.05,42.6,-2.34,-2.52,-2.16,40.1,4529.7549,181643.17149,1.87,0.0187450165042786,241651.1556,722976,"9.3.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","North Central Hardwood Forests","Annual Mean Temperature","C",1.39,7.13,1.25,1.16,1.32,100,438.1614,43816.14,0.18,0.00181319803297477,241651.1556,722976,"8.1.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","North Central Hardwood Forests","Max Temperature of Warmest Month","C",1.02,28.9,1.82,1.79,1.86,4.65,438.1614,2037.8886714,0.18,0.00181319803297477,241651.1556,722976,"8.1.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","North Central Hardwood Forests","Mean Temperature of Wettest Quarter","C",1.37,20.6,4.48,2.77,5.41,97.09,438.1614,42542.4048102,0.18,0.00181319803297477,241651.1556,722976,"8.1.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","North Central Hardwood Forests","Min Temperature of Coldest Month","C",1.07,-14.63,2.72,2.47,2.82,99.42,438.1614,43561.5682266,0.18,0.00181319803297477,241651.1556,722976,"8.1.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","North Central Hardwood Forests","Precipitation of Warmest Quarter","mm",1.11,317,220,201,230,97.67,438.1614,42796.9765836,0.18,0.00181319803297477,241651.1556,722976,"8.1.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","North Central Hardwood Forests","Precipitation of Wettest Quarter","mm",1.11,317,220,202,230,97.67,438.1614,42795.223938,0.18,0.00181319803297477,241651.1556,722976,"8.1.4","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Glaciated Plains","Annual Mean Temperature","C",1.07,9.64,1.21,1.16,1.29,100,1113.4422,111344.22,0.46,0.00460764277015524,241651.1556,722976,"9.3.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Glaciated Plains","Mean Temperature of Wettest Quarter","C",1.06,20.5,4.54,4.45,4.63,0.38,1113.4422,428.675247,0.46,0.00460764277015524,241651.1556,722976,"9.3.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Glaciated Plains","Min Temperature of Coldest Month","C",1.23,-11.58,3.32,3.12,3.5,100,1113.4422,111344.22,0.46,0.00460764277015524,241651.1556,722976,"9.3.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Glaciated Plains","Precipitation of Wettest Quarter","mm",1.12,272,179,154,207,99.61,1113.4422,110909.977542,0.46,0.00460764277015524,241651.1556,722976,"9.3.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Great Plains","Annual Mean Temperature","C",1.05,9.31,1.16,1.13,1.2,100,338.9526,33895.26,0.14,0.0014026525102204,241651.1556,722976,"9.3.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Great Plains","Mean Temperature of Wettest Quarter","C",1.05,19.2,4.03,4.03,4.03,0.24,338.9526,81.6875766,0.14,0.0014026525102204,241651.1556,722976,"9.3.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Great Plains","Min Temperature of Coldest Month","C",1.29,-11.58,3.42,3.12,3.78,100,338.9526,33895.26,0.14,0.0014026525102204,241651.1556,722976,"9.3.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Great Plains","Precipitation of Warmest Quarter","mm",1.02,212,136,124,145,20,338.9526,6779.052,0.14,0.0014026525102204,241651.1556,722976,"9.3.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Great Plains","Precipitation of Wettest Quarter","mm",1.24,250,173,137,190,100,338.9526,33895.26,0.14,0.0014026525102204,241651.1556,722976,"9.3.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Northwestern Great Plains","Temperature Annual Range (BIO5-BIO6)","C",-1.03,43.3,-2.52,-2.64,-2.29,27.5,338.9526,9321.1965,0.14,0.0014026525102204,241651.1556,722976,"9.3.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Ozark Highlands","Annual Mean Temperature","C",1.14,13.47,1.29,1.24,1.36,100,929.3454,92934.54,0.38,0.00384581401107937,241651.1556,722976,"8.4.5","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Ozark Highlands","Mean Temperature of Driest Quarter","C",1.25,15.02,12.79,12.35,13.49,2.36,929.3454,2193.255144,0.38,0.00384581401107937,241651.1556,722976,"8.4.5","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","S. Michigan/N. Indiana Drift Plains","Annual Mean Temperature","C",1.31,10.25,1.18,1.13,1.24,100,567.8505,56785.05,0.23,0.00234987703075565,241651.1556,722976,"8.1.6","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","S. Michigan/N. Indiana Drift Plains","Max Temperature of Warmest Month","C",1.06,28.9,1.8,1.7,1.88,70.37,567.8505,39959.639685,0.23,0.00234987703075565,241651.1556,722976,"8.1.6","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","S. Michigan/N. Indiana Drift Plains","Mean Temperature of Wettest Quarter","C",1.17,21.5,6.55,5.14,8.97,65.02,567.8505,36922.2073605,0.23,0.00234987703075565,241651.1556,722976,"8.1.6","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","S. Michigan/N. Indiana Drift Plains","Min Temperature of Coldest Month","C",1.1,-7.67,2.36,2.03,2.6,96.71,567.8505,54915.686154,0.23,0.00234987703075565,241651.1556,722976,"8.1.6","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Southeastern Wisconsin Till Plains","Annual Mean Temperature","C",1.17,8.76,1.1,1.07,1.18,100,4520.1726,452017.26,1.87,0.0187053630626213,241651.1556,722976,"8.2.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Southeastern Wisconsin Till Plains","Mean Temperature of Wettest Quarter","C",1.24,20.5,4.28,2.83,6.78,47.07,4520.1726,212782.6049724,1.87,0.0187053630626213,241651.1556,722976,"8.2.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Southeastern Wisconsin Till Plains","Min Temperature of Coldest Month","C",1.05,-11.15,2.56,2.33,2.73,22.39,4520.1726,101215.7048592,1.87,0.0187053630626213,241651.1556,722976,"8.2.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Southeastern Wisconsin Till Plains","Precipitation of Warmest Quarter","mm",1.02,327,216,189,235,25.95,4520.1726,117316.5596604,1.87,0.0187053630626213,241651.1556,722976,"8.2.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Southeastern Wisconsin Till Plains","Precipitation of Wettest Quarter","mm",1.02,326,217,187,236,38.68,4520.1726,174840.276168,1.87,0.0187053630626213,241651.1556,722976,"8.2.1","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Western Corn Belt Plains","Annual Mean Temperature","C",1.2,10,1.31,1.11,1.46,100,79265.1177,7926511.77,32.8,0.328014643684162,241651.1556,722976,"9.2.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Western Corn Belt Plains","Max Temperature of Warmest Month","C",1.04,29,1.91,1.74,2.05,4.91,79265.1177,389350.2581424,32.8,0.328014643684162,241651.1556,722976,"9.2.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Western Corn Belt Plains","Mean Temperature of Wettest Quarter","C",1.3,21.1,4.26,2.86,6.53,90.23,79265.1177,7151774.5096002,32.8,0.328014643684162,241651.1556,722976,"9.2.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Western Corn Belt Plains","Min Temperature of Coldest Month","C",1.1,-11.22,2.86,2.56,3.33,47.26,79265.1177,3746148.7276197,32.8,0.328014643684162,241651.1556,722976,"9.2.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Western Corn Belt Plains","Precipitation of Warmest Quarter","mm",1.06,354,230,188,252,27.95,79265.1177,2215618.5699504,32.8,0.328014643684162,241651.1556,722976,"9.2.3","3/28/2021"
1,"rmp_45","Central_Tallgrass_Prairie","Western Corn Belt Plains","Precipitation of Wettest Quarter","mm",1.05,358,222,157,254,58.37,79265.1177,4626704.920149,32.8,0.328014643684162,241651.1556,722976,"9.2.3","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Blue Mountains","Annual Mean Temperature","C",1.64,8.19,1.102,0.961,1.198,100,2995.9713,299597.13,37.92,0.379184637134102,7901.0883,740155,"6.2.9","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Blue Mountains","Isothermality (BIO2/BIO7) (* 100)","Percent",1.03,38.1,2.4,2.16,2.64,2.53,2995.9713,7579.807389,37.92,0.379184637134102,7901.0883,740155,"6.2.9","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Blue Mountains","Mean Temperature of Driest Quarter","C",1.1,16.5,2.25,1.61,2.8,9.07,2995.9713,27173.459691,37.92,0.379184637134102,7901.0883,740155,"6.2.9","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Blue Mountains","Mean Temperature of Wettest Quarter","C",0.422,9.91,1.77,-4.94,6.38,5.97,2995.9713,17885.948661,37.92,0.379184637134102,7901.0883,740155,"6.2.9","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Blue Mountains","Min Temperature of Coldest Month","C",1.57,-5.98,2.67,2.26,3.12,100,2995.9713,299597.13,37.92,0.379184637134102,7901.0883,740155,"6.2.9","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Blue Mountains","Precipitation of Coldest Quarter","mm",1.1,179,132,81.2,240,13.8,2995.9713,41344.40394,37.92,0.379184637134102,7901.0883,740155,"6.2.9","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Blue Mountains","Precipitation of Wettest Quarter","mm",1.11,188,128,73,240,17.5,2995.9713,52429.49775,37.92,0.379184637134102,7901.0883,740155,"6.2.9","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Eastern Cascades Slopes and Foothills","Annual Mean Temperature","C",2.04,8.37,1.267,0.972,1.33,100,3143.9016,314390.16,39.79,0.397907412324452,7901.0883,740155,"6.2.8","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Eastern Cascades Slopes and Foothills","Isothermality (BIO2/BIO7) (* 100)","Percent",1.05,40.8,2.43,2.32,2.55,2.14,3143.9016,6727.949424,39.79,0.397907412324452,7901.0883,740155,"6.2.8","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Eastern Cascades Slopes and Foothills","Mean Temperature of Driest Quarter","C",1.2,17.5,2.01,1.51,4.06,57.2,3143.9016,179831.17152,39.79,0.397907412324452,7901.0883,740155,"6.2.8","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Eastern Cascades Slopes and Foothills","Min Temperature of Coldest Month","C",1.82,-5.75,2.47,1.69,2.86,100,3143.9016,314390.16,39.79,0.397907412324452,7901.0883,740155,"6.2.8","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Eastern Cascades Slopes and Foothills","Precipitation of Coldest Quarter","mm",1.13,190,150,76.3,734,66.8,3143.9016,210012.62688,39.79,0.397907412324452,7901.0883,740155,"6.2.8","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Eastern Cascades Slopes and Foothills","Precipitation of Wettest Quarter","mm",1.13,213,150,73.4,734,68.4,3143.9016,215042.86944,39.79,0.397907412324452,7901.0883,740155,"6.2.8","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Klamath Mountains","Annual Mean Temperature","C",1.91,10.54,1.146,1.119,1.199,100,56.3841,5638.41,0.71,0.00713624476263605,7901.0883,740155,"6.2.11","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Klamath Mountains","Isothermality (BIO2/BIO7) (* 100)","Percent",1.08,37.3,2.67,2.45,2.93,37.5,56.3841,2114.40375,0.71,0.00713624476263605,7901.0883,740155,"6.2.11","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Klamath Mountains","Mean Temperature of Driest Quarter","C",1.29,19.4,2.07,1.49,3.05,92.19,56.3841,5198.050179,0.71,0.00713624476263605,7901.0883,740155,"6.2.11","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Klamath Mountains","Min Temperature of Coldest Month","C",1.87,-2.26,2.32,2.12,2.56,100,56.3841,5638.41,0.71,0.00713624476263605,7901.0883,740155,"6.2.11","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Klamath Mountains","Precipitation of Coldest Quarter","mm",1.42,393,342,122.2,832,100,56.3841,5638.41,0.71,0.00713624476263605,7901.0883,740155,"6.2.11","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Klamath Mountains","Precipitation of Wettest Quarter","mm",1.42,418,342,129.5,832,100,56.3841,5638.41,0.71,0.00713624476263605,7901.0883,740155,"6.2.11","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Northern Basin and Range","Annual Mean Temperature","C",1.91,7.72,1.238,1.112,1.358,100,1666.4778,166647.78,21.09,0.210917501073871,7901.0883,740155,"10.1.3","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Northern Basin and Range","Isothermality (BIO2/BIO7) (* 100)","Percent",1.06,35,2.27,1.99,2.54,12.69,1666.4778,21147.603282,21.09,0.210917501073871,7901.0883,740155,"10.1.3","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Northern Basin and Range","Mean Temperature of Driest Quarter","C",1.12,17.2,2.2,1.8,4.05,8.85,1666.4778,14748.32853,21.09,0.210917501073871,7901.0883,740155,"10.1.3","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Northern Basin and Range","Mean Temperature of Wettest Quarter","C",-0.946,7.3,-4.42,-5.79,5.31,7.69,1666.4778,12815.214282,21.09,0.210917501073871,7901.0883,740155,"10.1.3","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Northern Basin and Range","Min Temperature of Coldest Month","C",1.81,-6.97,2.74,1.93,3.43,100,1666.4778,166647.78,21.09,0.210917501073871,7901.0883,740155,"10.1.3","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Northern Basin and Range","Precipitation of Coldest Quarter","mm",1.09,186,147,87.1,297,21,1666.4778,34996.0338,21.09,0.210917501073871,7901.0883,740155,"10.1.3","3/28/2021"
1,"rmp_45","Columbia_Plateau_Western_Juniper_Woodland_and_Savanna","Northern Basin and Range","Precipitation of Wettest Quarter","mm",1.09,206,146,87.2,297,22.1,1666.4778,36829.15938,21.09,0.210917501073871,7901.0883,740155,"10.1.3","3/28/2021"
1,"rmp_45","Great_Basin_Pinyon_Juniper_Woodland","Arizona/New Mexico Plateau","Annual Mean Temperature","C",1.67,13.73,1.31,1.246,1.36,100,587.1042,58710.42,2.58,0.0258116301546162,22745.7234,722899,"10.1.7","3/28/2021"
1,"rmp_45","Great_Basin_Pinyon_Juniper_Woodland","Arizona/New Mexico Plateau","Isothermality (BIO2/BIO7) (* 100)","Percent",1.02,42.2,2.21,2.06,2.49,11.83,587.1042,6945.442686,2.58,0.0258116301546162,22745.7234,722899,"10.1.7","3/28/2021"
1,"rmp_45","Great_Basin_Pinyon_Juniper_Woodland","Arizona/New Mexico Plateau","Mean Temperature of Wettest Quarter","C",0.758,17.99,6.08,-11.59,11.5,57.63,587.1042,33834.815046,2.58,0.0258116301546162,22745.7234,722899,"10.1.7","3/28/2021"
1,"rmp_45","Great_Basin_Pinyon_Juniper_Woodland","Arizona/New Mexico Plateau","Min Temperature of Coldest Month","C",1.95,-2.349,2.17,1.96,2.44,100,587.1042,58710.42,2.58,0.0258116301546162,22745.7234,722899,"10.1.7","3/28/2021"
1,"rmp_45","Great_Basin_Pinyon_Juniper_Woodland","Arizona/New Mexico Plateau","Precipitation of Coldest Quarter","mm",1.03,156,110,110.5,110,0.38,587.1042,224.2738044,2.58,0.0258116301546162,22745.7234,722899,"10.1.7","3/28/2021"
