Sys ID,CEC ID,BioClimVar,Time_Frame_ID,Statistic,Value,SourceData,ScoreDate
722663,9.2.1,bio8,1,mean zscore,1.22,MACA_45_CEMML,3/28/2020
722663,9.2.1,bio9,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.1,bio16,1,mean zscore,1.13,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio7,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio1,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio9,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio17,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio16,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio14,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio8,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio4,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio15,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio12,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio2,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio6,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio5,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio3,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.4.2,bio18,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio16,1,mean delta,224,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio16,1,mean,335,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio5,1,percent area,5.696,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio6,1,min delta,2.2,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio1,1,min delta,1.08,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio1,1,mean zscore,1.19,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio8,1,max delta,9.05,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio1,1,max delta,1.31,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio8,1,mean zscore,1.2,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio6,1,percent area,12.1455,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio6,1,mean zscore,1.02,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio8,1,min delta,3.1,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio8,1,mean,21,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio18,1,min delta,219,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio5,1,max delta,1.94,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio17,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio15,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio8,1,percent area,54.931,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio1,1,mean,10.75,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio12,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio5,1,min delta,1.78,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio14,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio6,1,mean,-7.38,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio18,1,percent area,0.201,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio2,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio4,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio1,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio18,1,mean zscore,1.01,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio3,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio6,1,max delta,2.49,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio18,1,mean,336,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio6,1,mean delta,2.4,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio9,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio16,1,min delta,213,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio7,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio1,1,mean delta,1.18,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio16,1,max delta,232,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio5,1,mean,29.2,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio8,1,mean delta,6.36,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio16,1,percent area,2.26,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio18,1,max delta,224,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio16,1,mean zscore,1.02,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio5,1,mean delta,1.85,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio18,1,mean delta,222,MACA_45_CEMML,3/28/2020
722663,8.2.3,bio5,1,mean zscore,1.03,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio5,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio18,1,mean,322,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio6,1,min delta,2.61,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio8,1,max delta,4.9,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio8,1,mean zscore,1.06,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio14,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio18,1,mean delta,206,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio15,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio6,1,mean delta,2.75,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio16,1,min delta,200,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio18,1,mean zscore,1.03,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio17,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio6,1,max delta,3.09,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio1,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio6,1,mean,-8.38,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio16,1,mean delta,221,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio1,1,mean,12.42,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio8,1,mean delta,4.2,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio9,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio4,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio6,1,percent area,93.4066,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio2,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio1,1,mean delta,1.39,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio1,1,max delta,1.42,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio16,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio18,1,max delta,219,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio8,1,percent area,47.802,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio1,1,min delta,1.3,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio16,1,mean,342,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio16,1,mean zscore,1.1,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio12,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio8,1,min delta,3.69,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio6,1,mean zscore,1.08,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio3,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio18,1,percent area,51.099,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio1,1,mean zscore,1.18,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio18,1,min delta,191,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio7,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio16,1,max delta,237,MACA_45_CEMML,3/28/2020
722663,9.4.2,bio8,1,mean,22.9,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio12,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio16,1,mean delta,236,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio2,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio6,1,min delta,2.41,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio15,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio16,1,mean,381,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio8,1,min delta,2.75,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio1,1,mean zscore,1.15,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio8,1,percent area,89.7,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio16,1,mean zscore,1.01,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio1,1,mean,11.74,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio17,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio16,1,min delta,226,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio14,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio16,1,percent area,3.52,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio6,1,percent area,0.0286,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio1,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio6,1,mean delta,2.41,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio16,1,max delta,254,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio1,1,min delta,1.19,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio4,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio8,1,max delta,7.49,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio8,1,mean delta,3.97,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio3,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio1,1,max delta,1.39,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio6,1,mean zscore,1,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio8,1,mean,21.9,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio6,1,max delta,2.41,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio9,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio7,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio1,1,mean delta,1.29,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio8,1,mean zscore,1.2,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio18,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio5,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,9.2.4,bio6,1,mean,-5.88,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio6,1,max delta,2.83,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio16,1,mean zscore,1.07,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio6,1,mean delta,2.67,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio18,1,percent area,94.438,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio8,1,mean zscore,1.39,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio16,1,max delta,249,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio1,1,mean,8.04,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio1,1,mean zscore,1.27,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio8,1,mean delta,4.36,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio18,1,max delta,249,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio16,1,mean delta,231,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio7,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio8,1,mean,20.9,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio16,1,percent area,96.55,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio6,1,min delta,2.42,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio1,1,max delta,1.3,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio9,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio8,1,percent area,97.944,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio1,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio8,1,max delta,5.3,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio18,1,mean zscore,1.07,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio1,1,min delta,1.09,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio8,1,min delta,2.77,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio6,1,mean zscore,1.02,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio18,1,mean delta,231,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio6,1,mean,-13.7,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio15,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio6,1,percent area,30.2902,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio4,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio18,1,min delta,207,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio17,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio5,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio14,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio18,1,mean,347,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio12,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio16,1,min delta,210,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio3,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio2,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio1,1,mean delta,1.23,MACA_45_CEMML,3/28/2020
722663,8.1.5,bio16,1,mean,348,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio9,1,mean zscore,1.1,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio8,1,percent area,28.754,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio6,1,max delta,2.77,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio9,1,mean,1.932,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio5,1,mean,29.4,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio6,1,percent area,91.674,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio8,1,mean,20.6,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio8,1,mean zscore,1.17,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio16,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio7,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio1,1,max delta,1.33,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio18,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio5,1,mean delta,1.76,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio6,1,mean,-6.9,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio5,1,mean zscore,1.21,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio17,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio9,1,mean delta,8.29,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio4,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio8,1,mean delta,7.47,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio12,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio5,1,percent area,58.723,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio1,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio6,1,min delta,2.12,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio15,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio1,1,min delta,1.18,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio6,1,mean zscore,1.1,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio5,1,min delta,1.55,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio1,1,mean delta,1.26,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio8,1,max delta,9.87,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio5,1,max delta,1.89,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio8,1,min delta,5.34,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio3,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio6,1,mean delta,2.53,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio1,1,mean zscore,1.35,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio14,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio9,1,percent area,1.55,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio2,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio9,1,max delta,12.68,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio1,1,mean,11,MACA_45_CEMML,3/28/2020
722663,8.2.4,bio9,1,min delta,7.46,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio12,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio1,1,mean delta,1.22,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio6,1,min delta,2.25,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio9,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio5,1,min delta,1.55,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio6,1,mean zscore,1.11,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio1,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio16,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio1,1,mean,10.21,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio14,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio8,1,min delta,6.3,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio5,1,mean delta,1.69,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio2,1,max delta,0.444,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio2,1,mean,8.72,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio4,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio8,1,max delta,8.66,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio6,1,mean,-5.97,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio18,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio8,1,mean,21.6,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio1,1,min delta,1.2,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio2,1,min delta,0.32,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio8,1,mean delta,7.22,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio7,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio1,1,mean zscore,1.73,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio17,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio2,1,percent area,6.024,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio8,1,mean zscore,1.18,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio5,1,mean,27.7,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio6,1,percent area,38.5542,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio15,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio5,1,max delta,1.83,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio6,1,max delta,2.6,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio5,1,percent area,100,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio2,1,mean delta,0.411,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio6,1,mean delta,2.48,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio2,1,mean zscore,1.03,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio5,1,mean zscore,1.33,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio3,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio8,1,percent area,15.663,MACA_45_CEMML,3/28/2020
722663,8.1.1,bio1,1,max delta,1.24,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio8,1,min delta,4.17,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio9,1,mean,0.926,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio5,1,mean delta,1.67,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio5,1,min delta,1.48,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio6,1,mean,-7.09,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio13,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio9,1,mean delta,7.88,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio8,1,max delta,8,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio19,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio9,1,max delta,8.49,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio1,1,mean,9.87,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio2,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio10,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio6,1,max delta,2.69,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio11,1,percent area,0,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio6,1,mean zscore,1.13,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio1,1,mean delta,1.23,MACA_45_CEMML,3/28/2020
722663,8.1.10,bio1,1,mean zscore,1.57,MACA_45_CEMML,3/28/2020
